ensg_b,symbol,name
ENSG00000168488,ATXN2L,ataxin 2 like
ENSG00000168490,PHYHIP,phytanoyl-CoA 2-hydroxylase interacting protein
ENSG00000168491,CCDC110,coiled-coil domain containing 110
ENSG00000168495,POLR3D,RNA polymerase III subunit D
ENSG00000168496,FEN1,flap structure-specific endonuclease 1
ENSG00000168497,CAVIN2,caveolae associated protein 2
ENSG00000168502,MTCL1,microtubule crosslinking factor 1
ENSG00000168517,HEXIM2,HEXIM P-TEFb complex subunit 2
ENSG00000168522,FNTA,"farnesyltransferase, CAAX box, subunit alpha"
ENSG00000168528,SERINC2,serine incorporator 2
ENSG00000168538,TRAPPC11,trafficking protein particle complex subunit 11
ENSG00000168542,COL3A1,collagen type III alpha 1 chain
ENSG00000168546,GFRA2,GDNF family receptor alpha 2
ENSG00000168556,ING2,inhibitor of growth family member 2
ENSG00000168564,CDKN2AIP,CDKN2A interacting protein
ENSG00000168566,SNRNP48,small nuclear ribonucleoprotein U11/U12 subunit 48
ENSG00000168569,TMEM223,transmembrane protein 223
ENSG00000168575,SLC20A2,solute carrier family 20 member 2
ENSG00000168591,TMUB2,transmembrane and ubiquitin like domain containing 2
ENSG00000168610,STAT3,signal transducer and activator of transcription 3
ENSG00000168612,ZSWIM1,zinc finger SWIM-type containing 1
ENSG00000168615,ADAM9,ADAM metallopeptidase domain 9
ENSG00000168621,GDNF,glial cell derived neurotrophic factor
ENSG00000168646,AXIN2,axin 2
ENSG00000168653,NDUFS5,NADH:ubiquinone oxidoreductase subunit S5
ENSG00000168661,ZNF30,zinc finger protein 30
ENSG00000168672,LRATD2,LRAT domain containing 2
ENSG00000168675,LDLRAD4,low density lipoprotein receptor class A domain containing 4
ENSG00000168679,SLC16A4,solute carrier family 16 member 4
ENSG00000168685,IL7R,interleukin 7 receptor
ENSG00000168701,TMEM208,transmembrane protein 208
ENSG00000168702,LRP1B,LDL receptor related protein 1B
ENSG00000168710,AHCYL1,adenosylhomocysteinase like 1
ENSG00000168724,DNAJC21,DnaJ heat shock protein family (Hsp40) member C21
ENSG00000168734,PKIG,cAMP-dependent protein kinase inhibitor gamma
ENSG00000168743,NPNT,nephronectin
ENSG00000168754,FAM178B,family with sequence similarity 178 member B
ENSG00000168758,SEMA4C,semaphorin 4C
ENSG00000168763,CNNM3,cyclin and CBS domain divalent metal cation transport mediator 3
ENSG00000168765,GSTM4,glutathione S-transferase mu 4
ENSG00000168769,TET2,tet methylcytosine dioxygenase 2
ENSG00000168772,CXXC4,CXXC finger protein 4
ENSG00000168778,TCTN2,tectonic family member 2
ENSG00000168779,SHOX2,SHOX homeobox 2
ENSG00000168781,PPIP5K1,diphosphoinositol pentakisphosphate kinase 1
ENSG00000168785,TSPAN5,tetraspanin 5
ENSG00000168792,ABHD15,abhydrolase domain containing 15
ENSG00000168795,ZBTB5,zinc finger and BTB domain containing 5
ENSG00000168802,CHTF8,chromosome transmission fidelity factor 8
ENSG00000168803,MAPDA,N6-Methyl-AMP deaminase
ENSG00000168806,LCMT2,leucine carboxyl methyltransferase 2
ENSG00000168807,SNTB2,syntrophin beta 2
ENSG00000168813,ZNF507,zinc finger protein 507
ENSG00000168818,STX18,syntaxin 18
ENSG00000168824,NSG1,neuronal vesicle trafficking associated 1
ENSG00000168826,ZBTB49,zinc finger and BTB domain containing 49
ENSG00000168827,GFM1,G elongation factor mitochondrial 1
ENSG00000168852,TPTE2P5,TPTE2 pseudogene 5
ENSG00000168872,DDX19A,DEAD-box helicase 19A
ENSG00000168874,ATOH8,atonal bHLH transcription factor 8
ENSG00000168876,ANKRD49,ankyrin repeat domain 49
ENSG00000168883,USP39,ubiquitin specific peptidase 39
ENSG00000168884,TNIP2,TNFAIP3 interacting protein 2
ENSG00000168887,C2orf68,chromosome 2 open reading frame 68
ENSG00000168890,TMEM150A,transmembrane protein 150A
ENSG00000168894,RNF181,ring finger protein 181
ENSG00000168899,VAMP5,vesicle associated membrane protein 5
ENSG00000168904,LRRC28,leucine rich repeat containing 28
ENSG00000168906,MAT2A,methionine adenosyltransferase 2A
ENSG00000168916,ZNF608,zinc finger protein 608
ENSG00000168917,SLC35G2,solute carrier family 35 member G2
ENSG00000168918,INPP5D,inositol polyphosphate-5-phosphatase D
ENSG00000168924,LETM1,leucine zipper and EF-hand containing transmembrane protein 1
ENSG00000168925,CTRB1,chymotrypsinogen B1
ENSG00000168936,TMEM129,"transmembrane protein 129, E3 ubiquitin ligase"
ENSG00000168938,PPIC,peptidylprolyl isomerase C
ENSG00000168939,SPRY3,sprouty RTK signaling antagonist 3
ENSG00000168944,CEP120,centrosomal protein 120
ENSG00000168952,STXBP6,syntaxin binding protein 6
ENSG00000168955,TM4SF20,transmembrane 4 L six family member 20
ENSG00000168958,MFF,mitochondrial fission factor
ENSG00000168961,LGALS9,galectin 9
ENSG00000168970,JMJD7-PLA2G4B,JMJD7-PLA2G4B readthrough
ENSG00000168993,CPLX1,complexin 1
ENSG00000168994,PXDC1,PX domain containing 1
ENSG00000168995,SIGLEC7,sialic acid binding Ig like lectin 7
ENSG00000169016,E2F6,E2F transcription factor 6
ENSG00000169018,FEM1B,fem-1 homolog B
ENSG00000169019,COMMD8,COMM domain containing 8
ENSG00000169020,ATP5ME,ATP synthase membrane subunit e
ENSG00000169021,UQCRFS1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
ENSG00000169026,SLC49A3,solute carrier family 49 member 3
ENSG00000169031,COL4A3,collagen type IV alpha 3 chain
ENSG00000169032,MAP2K1,mitogen-activated protein kinase kinase 1
ENSG00000169045,HNRNPH1,heterogeneous nuclear ribonucleoprotein H1
ENSG00000169047,IRS1,insulin receptor substrate 1
ENSG00000169057,MECP2,methyl-CpG binding protein 2
ENSG00000169062,UPF3A,UPF3A regulator of nonsense mediated mRNA decay
ENSG00000169071,ROR2,ROR family WNT receptor 2
ENSG00000169075,BRD7P3,bromodomain containing 7 pseudogene 3
ENSG00000169083,AR,androgen receptor
ENSG00000169084,DHRSX,dehydrogenase/reductase X-linked
ENSG00000169087,HSPBAP1,HSPB1 associated protein 1
ENSG00000169093,ASMTL,acetylserotonin O-methyltransferase like
ENSG00000169100,SLC25A6,solute carrier family 25 member 6
ENSG00000169105,CHST14,carbohydrate sulfotransferase 14
ENSG00000169116,PARM1,prostate androgen-regulated mucin-like protein 1
ENSG00000169118,CSNK1G1,casein kinase 1 gamma 1
ENSG00000169122,FAM110B,family with sequence similarity 110 member B
ENSG00000169126,ODAD2,outer dynein arm docking complex subunit 2
ENSG00000169129,AFAP1L2,actin filament associated protein 1 like 2
ENSG00000169131,ZNF354A,zinc finger protein 354A
ENSG00000169136,ATF5,activating transcription factor 5
ENSG00000169139,UBE2V2,ubiquitin conjugating enzyme E2 V2
ENSG00000169155,ZBTB43,zinc finger and BTB domain containing 43
ENSG00000169169,CPT1C,carnitine palmitoyltransferase 1C
ENSG00000169174,PCSK9,proprotein convertase subtilisin/kexin type 9
ENSG00000169180,XPO6,exportin 6
ENSG00000169184,MN1,"MN1 proto-oncogene, transcriptional regulator"
ENSG00000169188,APEX2,apurinic/apyrimidinic endodeoxyribonuclease 2
ENSG00000169189,NSMCE1,NSE1 component of SMC5/6 complex
ENSG00000169193,CCDC126,coiled-coil domain containing 126
ENSG00000169213,RAB3B,"RAB3B, member RAS oncogene family"
ENSG00000169217,CD2BP2,CD2 cytoplasmic tail binding protein 2
ENSG00000169218,RSPO1,R-spondin 1
ENSG00000169220,RGS14,regulator of G protein signaling 14
ENSG00000169221,TBC1D10B,TBC1 domain family member 10B
ENSG00000169223,LMAN2,"lectin, mannose binding 2"
ENSG00000169224,GCSAML,germinal center associated signaling and motility like
ENSG00000169228,RAB24,"RAB24, member RAS oncogene family"
ENSG00000169230,PRELID1,PRELI domain containing 1
ENSG00000169231,THBS3,thrombospondin 3
ENSG00000169239,CA5B,carbonic anhydrase 5B
ENSG00000169241,SLC50A1,solute carrier family 50 member 1
ENSG00000169242,EFNA1,ephrin A1
ENSG00000169245,CXCL10,C-X-C motif chemokine ligand 10
ENSG00000169246,NPIPB3,nuclear pore complex interacting protein family member B3
